Index;Title;HtmlCode
21;"Alleluia, lodate il Signore";"<p class=""nome-canto"">21 Alleluia, lodate il Signore</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p><p class=""canto-testo"">1. Lodate il Signore nel suo tempio santo,</br>lodatelo nell'alto firmamento.</br>Lodatelo nei grandi prodigi del suo amore,</br>lodatene l'eccelsa sua Maestà.</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p><p class=""canto-testo"">2. Lodatelo col suono gioioso delle trombe,</br>lodatelo sull'arpa e sulla cetra.</br>Lodatelo col suono dei timpani e dei sistri,</br>lodatelo coi flauti e sulle corde.</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p><p class=""canto-testo"">3. Lodatelo col suono dei cimbali sonori,</br>lodatelo con cimbali squillanti.</br>Lodate il Signore voi tutte creature,</br>lodate e cantate al Signore.</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p><p class=""canto-testo"">4. Lodatelo voi tutti suoi angeli dei cieli,</br>lodatelo voi tutte sue schiere.</br>Lodatelo voi cieli, voi astri e voi stelle,</br>lodate il Signore onnipotente.</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p><p class=""canto-testo"">5. Voi tutti governanti e genti della terra,</br>lodate il nome santo del Signore.</br>Perché solo la sua gloria risplende sulla terra,</br>lodate e benedite il Signore.</p><p class=""canto-ritornello"">Alleluia, alleluia, lodate il Signore.</br>Alleluia, alleluia, lodate il Signore.</p>"
22;"Alleluia (Lode cosmica)";"<p class=""nome-canto"">22 Alleluia (Lode cosmica)</p><p class=""canto-ritornello"">Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia! (2 volte)</p><p class=""canto-testo"">1. Lodino il Signor i cieli,</br>lodino il Signor i mari,</br>gli angeli, i cieli dei cieli:</br>il suo nome è grande e sublime.</br>Sole, luna e stelle ardenti,</br>Neve, pioggia, nebbia, e fuoco</br>lodino il suo nome in eterno!</br>Sia lode al Signor!</br>Sia lode al suo nome.</br>Sia lode al Signor!</p><p class=""canto-ritornello"">Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia! (2 volte)</p><p class=""canto-testo"">2. Lodino il Signor le terre,</br>lodino il Signor i monti,</br>il vento della tempesta</br>che obbedisce alla sua voce,</br>giudici, sovrani tutti,</br>giovani, fanciulle, vecchi</br>lodino il suo nome in eterno!</br>Sia lode al Signor!</br>Sia lode al suo nome.</br>Sia lode al Signor!</p><p class=""canto-ritornello"">Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia!</br>Alleluia, alleluia! (2 volte)</p>"
23;"Alleluia (Passeranno i cieli)";"<p class=""nome-canto"">23 Alleluia (Passeranno i cieli)</p><p class=""canto-ritornello"">Alle-alleluia, a-alleluia alleluia.</br>Alleluia, alleluia. A-alleluia alle-luia.</p><p class=""canto-testo"">Passeranno i cieli e passerà la terra,</br>la sua parola non passerà. Alleluia, alleluia.</p><p class=""canto-ritornello"">Alle-alleluia, a-alleluia alleluia.</br>Alleluia, alleluia. A-alleluia alle-luia.</p>"
24;"Alleluia (Signore sei venuto)";"<p class=""nome-canto"">24 Alleluia (Signore sei venuto)</p><p class=""canto-testo"">1. Signore sei venuto fratello in mezzo a noi.</br>Signore hai portato amore e libertà.</br>Signore sei vissuto nella povertà.</br>Noi ti ringraziamo Gesù.</p><p class=""canto-ritornello"">Alleluia, alleluia. Alleluia, alleluia.</br>Alleluia, alleluia. Alleluia.</p><p class=""canto-testo"">2. Signore, sei venuto fratello nel dolore.</br>Signore hai parlato del regno dell'amore.</br>Signore, hai donato la tua vita a noi.</br>Noi ti ringraziamo, Gesù.</p><p class=""canto-ritornello"">Alleluia, alleluia. Alleluia, alleluia.</br>Alleluia, alleluia. Alleluia.</p><p class=""canto-testo"">3. Sei qui con noi, Signore, fratello in mezzo a noi.</br>Tu parli al nostro cuore d'amore e libertà.</br>Tu vuoi che ti cerchiamo nella povertà.</br>Noi ti ringraziamo, Gesù.</p><p class=""canto-ritornello"">Alleluia, alleluia. Alleluia, alleluia.</br>Alleluia, alleluia. Alleluia.</p>"
25;"Alleluia (Taizé)";"<p class=""nome-canto"">25 Alleluia (Taizé)</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia. Alleluia, alleluia. (2 volte)</p><p class=""canto-testo"">1. Canto per Cristo che mi libererà quando verrà nella gloria.</br>Quando la vita con Lui rinascerà, alleluia, alleluia!</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia. Alleluia, alleluia. (2 volte)</p><p class=""canto-testo"">2. Canto per Cristo: in Lui rifiorirà ogni speranza perduta.</br>Ogni creatura in Lui risorgerà, Alleluia, alleluia.</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia. Alleluia, alleluia. (2 volte)</p><p class=""canto-testo"">3. Canto per Cristo: un giorno tornerà! Festa per tuti gli amici.</br>Festa di un mondo che più non morirà. Alleluia, alleluia.</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia. Alleluia, alleluia. (2 volte)</p>"
26;"Altissimo";"<p class=""nome-canto"">26 Altissimo</p><p class=""canto-testo"">1. Altissimo, onnipotente, buon Signore,</br>tue son le lodi, la gloria, l'onore e ogni benedizione,</br>che a Te solo e al tuo nome altissimo possiamo elevare,</br>e nessun uomo può credersi degno di poterti nominare.</p><p class=""canto-testo"">2. Laudato sii, mi Signore con tutte le tue creature,</br>specialmente per frate sole così bello e radioso,</br>con la sua luce illumini il giorno ed illumini noi</br>e con grande splendore ci parla di Te Signore.</p><p class=""canto-ritornello"">Lodate, benedite il Signore,</br>ringraziate e servite con grande umiltà.</br>Lodate, lodate, benedite il Signore,</br>con grande umiltà, ringraziate e servite,</br>con grande umiltà. (2 volte)</p><p class=""canto-testo"">3. Laudato sii, mi Signore per sora luna e le stelle,</br>le hai formate nel cielo così chiare preziose e belle.</br>Per frate vento, per l'aria e il sereno ed ogni tempo.</br>Così la vita Tu cresci e sostieni in ogni tua creatura.</p><p class=""canto-testo"">4. Laudato sii, mi Signore, per sora acqua così preziosa,</br>per frate fuoco giocoso e potente che ci illumina la notte.</br>Laudato sii, mi Signore, per sora nostra madre la terra,</br>ci sostiene, governa e ci dona fiori, frutti ed erba.</p><p class=""canto-ritornello"">Lodate, benedite il Signore,</br>ringraziate e servite con grande umiltà.</br>Lodate, lodate, benedite il Signore,</br>con grande umiltà, ringraziate e servite,</br>con grande umiltà. (2 volte)</p><p class=""canto-testo"">5. Laudato sii, mi Signore per quelli che per il tuo amore</br>perdonano e sopportano in pace ogni persecuzione,</br>che sora morte ha trovato viventi nella tua volontà</br>da Te Altissimo un giorno saranno da Te incoronati.</p><p class=""canto-ritornello"">Lodate, benedite il Signore,</br>ringraziate e servite con grande umiltà.</br>Lodate, lodate, benedite il Signore,</br>con grande umiltà, ringraziate e servite,</br>con grande umiltà. (2 volte)</p>"
27;"Alto e glorioso Dio";"<p class=""nome-canto"">27 Alto e glorioso Dio</p><p class=""canto-ritornello"">Alto e glorioso Dio,</br>illumina il cuore mio,</br>dammi fede, retta speranza,</br>certa carità perfetta.</br>Dammi umiltà profonda,</br>dammi senno e cognoscimento,</br>che io possa sempre servire</br>con gioia i tuoi comandamenti.</p><p class=""canto-testo"">Rapisca ti prego Signore,</br>l'ardente dolce forza del tuo amore,</br>la mente mia da tutte le cose,</br>perché io muoia per amore tuo,</br>come Tu moristi per amor dell'amor mio.</p><p class=""canto-ritornello"">Alto e glorioso Dio,</br>illumina il cuore mio,</br>dammi fede, retta speranza,</br>certa carità perfetta.</br>Dammi umiltà profonda,</br>dammi senno e cognoscimento,</br>che io possa sempre servire</br>con gioia i tuoi comandamenti.</p>"
28;"Alza le braccia, apri il tuo cuore";"<p class=""nome-canto"">28 Alza le braccia, apri il tuo cuore</p><p class=""canto-testo"">1. Grida la tua voglia di pace, grida la giustizia che vuoi.</br>Scoprirai che da sempre una voce grida più forte di te.</br>Senti, questa voce ti cerca, senti, ha bisogno di te.</br>Credi che nel profondo del cuore chi sta chiamando è Gesù.</p><p class=""canto-ritornello"">Alza le braccia, apri il tuo cuore,</br>dona al Signore splendida lode.</br>Non dare spazio alla tristezza, ma canta gloria.</br>In ogni cosa rendi il tuo grazie,</br>continuamente invoca il suo nome.</br>Apri il tuo cuore, la forza del suo amore è già in te.</p><p class=""canto-testo"">2. Canta la tua voglia di gioia, canta la speranza che è in te.</br>Scoprirai che la voce di Cristo canta più forte che mai.</br>Credi, è parola di vita, credi, egli è via e verità.</br>Lascia che nel suo amore infinito trovi un amico anche in te.</p><p class=""canto-ritornello"">Alza le braccia, apri il tuo cuore,</br>dona al Signore splendida lode.</br>Non dare spazio alla tristezza, ma canta gloria.</br>In ogni cosa rendi il tuo grazie,</br>continuamente invoca il suo nome.</br>Apri il tuo cuore, la forza del suo amore è già in te.</p>"
29;"Alzati e risplendi";"<p class=""nome-canto"">29 Alzati e risplendi</p><p class=""canto-testo"">1. Alzati e risplendi ecco la tua luce,</br>è su te la gloria del Signor.</br>Alzati e risplendi ecco la tua luce,</br>è su te la gloria del Signor.</p><p class=""canto-testo"">Volgi i tuoi occhi e guarda lontano,</br>che il tuo cuore palpiti di allegria.</br>Ecco i tuoi figli che vengono a Te,</br>le tue figlie danzano di gioia.</p><p class=""canto-ritornello"">Gerusalem, Gerusalem</br>spogliati della tua tristezza.</br>Gerusalem, Gerusalem</br>canta e danza al tuo Signor.</p><p class=""canto-testo"">2. Marceranno i popoli alla tua luce,</br>ed i re vedranno il tuo splendor.</br>Marceranno i popoli alla tua luce,</br>ed i re vedranno il tuo spendor.</p><p class=""canto-testo"">Stormi di cammelli ti invaderanno,</br>tesori dal mare affluiranno a te.</br>Verranno da Efa, da Saba e Kedar,</br>per lodare il nome del Signor.</p><p class=""canto-ritornello"">Gerusalem, Gerusalem</br>spogliati della tua tristezza.</br>Gerusalem, Gerusalem</br>canta e danza al tuo Signor.</p>"
30;"Amatevi fratelli";"<p class=""nome-canto"">30 Amatevi fratelli</p><p class=""canto-testo"">1. Amatevi, fratelli, come Io ho amato voi!</br>Avrete la mia gioia che nessuno vi toglierà.</br>Avremo la sua gioia che nessuno ci toglierà.</p><p class=""canto-testo"">2. Vivete insieme uniti, come il Padre è unito a Me!</br>Avrete la mia vita se l'amore sarà con voi.</br>Avremo la sua vita se l'amore sarà con noi.</p><p class=""canto-testo"">3. Vi dico queste parole perché abbiate in voi la gioia.</br>Sarete miei amici se l'amore sarà con voi.</br>Saremo suoi amici se l'amore sarà con noi.</p>"
31;"Andate in mezzo a loro";"<p class=""nome-canto"">31 Andate in mezzo a loro</p><p class=""canto-testo"">1. Signore, com'è bello, non andiamo via,</br>faremo delle tende e dormiremo qua.</br>Non scendiamo a valle, dove l'altra gente,</br>non vuole capire quello che Tu sei.</p><p class=""canto-ritornello"">Ma il vostro posto è là, là in mezzo a loro.</br>L'amore che vi ho dato portatelo nel mondo.</br>Io sono venuto a salvarvi dalla morte,</br>il Padre mi ha mandato ed io mando voi.</p><p class=""canto-testo"">2. Quando vi ho chiamato eravate come loro,</br>col cuore di pietra, tardi a capire.</br>Ciò che io dicevo non lo sentivate!</br>'È pazzo si pensava, non sa quello che dice.'</p><p class=""canto-ritornello"">Ma il vostro posto è là, là in mezzo a loro.</br>L'amore che vi ho dato portatelo nel mondo.</br>Io sono venuto a salvarvi dalla morte,</br>il Padre mi ha mandato ed io mando voi.</p><p class=""canto-testo"">3. Adesso che capite cos'è la mia parola,</br>volete stare soli e non pensare a loro.</br>A cosa servirà l'amore che vi ho dato,</br>se la vostra vita da soli vivrete?</p><p class=""canto-ritornello"">Ma il vostro posto è là, là in mezzo a loro.</br>L'amore che vi ho dato portatelo nel mondo.</br>Io sono venuto a salvarvi dalla morte,</br>il Padre mi ha mandato ed io mando voi.</p><p class=""canto-testo"">4. Il tempo si è fermato: è bello stare insieme,</br>perché pensare agli altri che non ti hanno conosciuto?</br>Possiamo mascherare la sete d'amore,</br>facendo del bene solo se ne abbiamo voglia.</p><p class=""canto-ritornello"">Ma il nostro posto è là, là in mezzo a loro.</br>L'amore che ci hai dato portiamolo nel mondo.</br>Tu sei venuto a salvarci dalla morte,</br>il Padre ti ha mandato e Tu mandi noi.</p><p class=""canto-testo"">5. Scendete nella valle, vivete nel mio amore,</br>da questo capiranno che siete miei fratelli.</br>Parlategli di Me, arriveranno al Padre,</br>se li saprete amare, la strada troveranno.</p><p class=""canto-ritornello"">Ma il nostro posto è là, là in mezzo a loro.</br>L'amore che ci hai dato portiamolo nel mondo.</br>Tu sei venuto a salvarci dalla morte,</br>il Padre ti ha mandato e Tu mandi noi.</p>"
32;"Andate per le strade";"<p class=""nome-canto"">32 Andate per le strade</p><p class=""canto-testo"">1. Nel vostro cammino annunciate il Vangelo,</br>dicendo: 'È vicino il regno dei cieli.'</br>Guarite i malati, mondate i lebbrosi,</br>rendete la vita a chi l'ha perduta.</p><p class=""canto-ritornello"">Andate per le strade in tutto il mondo,</br>chiamate i miei amici per far festa:</br>c'è posto per ciascuno alla mia mensa.</p><p class=""canto-testo"">2. Vi è stato donato con amore gratuito:</br>ugualmente donate, con gioia e per amore.</br>Con voi non prendete né oro né argento,</br>perché l'operaio ha diritto al suo cibo.</p><p class=""canto-ritornello"">Andate per le strade in tutto il mondo,</br>chiamate i miei amici per far festa:</br>c'è posto per ciascuno alla mia mensa.</p><p class=""canto-testo"">3. Entrando in una casa donatele la pace:</br>se c'è chi vi rifiuta e non accoglie il dono</br>la pace torni a voi e uscite dalla casa</br>scuotendo la polvere dai vostri calzari.</p><p class=""canto-ritornello"">Andate per le strade in tutto il mondo,</br>chiamate i miei amici per far festa:</br>c'è posto per ciascuno alla mia mensa.</p><p class=""canto-testo"">4. Ecco io vi mando, agnelli tra i lupi,</br>voi siate avveduti come i serpenti,</br>ma liberi e chiari come colombe,</br>dovrete sopportare prigioni e tribunali.</p><p class=""canto-ritornello"">Andate per le strade in tutto il mondo,</br>chiamate i miei amici per far festa:</br>c'è posto per ciascuno alla mia mensa.</p><p class=""canto-testo"">5. Nessuno è più grande del proprio maestro,</br>né il servo è più importante del suo padrone.</br>Se hanno odiato me odieranno anche voi,</br>ma voi non temete: io non vi lascio soli.</p><p class=""canto-ritornello"">Andate per le strade in tutto il mondo,</br>chiamate i miei amici per far festa:</br>c'è posto per ciascuno alla mia mensa.</p>"
33;"Andrò a vederla un dì";"<p class=""nome-canto"">33 Andrò a vederla un dì</p><p class=""canto-testo"">1. Andrò a vederla un dì in cielo patria mia;</br>andrò a veder Maria mia gioia e mio amor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">2. Andrò a vederla un dì è il grido di speranza,</br>che infondemi costanza, nel viaggio fra i dolor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">3. Andrò a vederla un dì andrò a levar miei canti,</br>cogli angeli e coi Santi per corteggiarla ognor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">4. Andrò a vederla un dì le andrò vicino al trono,</br>ad ottener in dono, un serto di splendor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">5. Andrò a vederla un dì la vergine immortale;</br>m'aggirerò sull'ale, dicendole il mio amor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">6. Andrò a vederla un dì lasciando quest'esilio,</br>le poserò qual figlio il capo sopra il cor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p><p class=""canto-testo"">7. Andrò a vederla un dì sol lei mio core implora,</br>ma non la veggo ancora: è in cielo col Signor.</p><p class=""canto-ritornello"">Al ciel, al ciel, al ciel.</br>Andrò a vederla un dì. (2 volte)</p>"
34;"Anima Christi";"<p class=""nome-canto"">34 Anima Christi</p><p class=""canto-ritornello"">Anima Christi, sanctifica me.</br>Corpus Christi, salva me.</br>Sanguis Christi, inebria me.</br>Aqua Lateris Christi, lava me.</p><p class=""canto-testo"">1. Passio Christi, conforta me.</br>O bone Iesu, exaudi me.</br>Intra vulnera tua absconde, absconde me.</p><p class=""canto-ritornello"">Anima Christi, sanctifica me.</br>Corpus Christi, salva me.</br>Sanguis Christi, inebria me.</br>Aqua Lateris Christi, lava me.</p><p class=""canto-testo"">2. Ne permittas a Te me separari.</br>Ab hoste maligno defende me.</br>In hora mortis meae voca me, voca me.</p><p class=""canto-ritornello"">Anima Christi, sanctifica me.</br>Corpus Christi, salva me.</br>Sanguis Christi, inebria me.</br>Aqua Lateris Christi, lava me.</p><p class=""canto-testo"">3. Et iube me venire ad Te,</br>ut cum sanctis tuis laudem Te</br>per infinita saecula saeculorum. Amen.</p><p class=""canto-ritornello"">Anima Christi, sanctifica me.</br>Corpus Christi, salva me.</br>Sanguis Christi, inebria me.</br>Aqua Lateris Christi, lava me.</p>"
35;"Annunceremo che Tu";"<p class=""nome-canto"">35 Annunceremo che Tu</p><p class=""canto-ritornello"">Annunceremo che Tu sei verità,</br>lo grideremo dai tetti della nostra città,</br>senza paura anche tu lo puoi cantare.</p><p class=""canto-testo"">1. E non temere, dai, che non ci vuole poi tanto,</br>quello che non si sa non resterà nascosto.</br>Se ti parlo nel buio, lo dirai nella luce, ogni giorno</br>è il momento di credere in Me.</p><p class=""canto-ritornello"">Annunceremo che Tu sei verità,</br>lo grideremo dai tetti della nostra città,</br>senza paura anche tu lo puoi cantare.</p><p class=""canto-testo"">2. Con il coraggio Tu porterai la parola che salva,</br>anche se ci sarà chi non vuole accogliere il dono,</br>tu non devi fermarti, ma continua a lottare,</br>il mio Spirito sempre ti accompagnerà.</p><p class=""canto-ritornello"">Annunceremo che Tu sei verità,</br>lo grideremo dai tetti della nostra città,</br>senza paura anche tu lo puoi cantare.</p><p class=""canto-testo"">3. Non ti abbandono mai, io sono il Dio fedele,</br>conosco il cuore tuo, ogni tuo pensiero mi è noto,</br>la tua vita è preziosa, vale più di ogni cosa,</br>è il segno più grande del mio amore per Te.</p><p class=""canto-ritornello"">Annunceremo che Tu sei verità,</br>lo grideremo dai tetti della nostra città,</br>senza paura anche tu lo puoi cantare.</p>"
36;"Antica eterna danza";"<p class=""nome-canto"">36 Antica eterna danza</p><p class=""canto-testo"">1. Spighe d'oro al vento, antica, eterna danza</br>per fare un solo pane spezzato sulla mensa.</br>Grappoli dei colli, profumo di letizia</br>per fare un solo vino bevanda della grazia.</p><p class=""canto-testo"">2. Con il pane e il vino Signore ti doniamo</br>le nostre gioie pure, le attese e le paure</br>frutti del lavoro e fede nel futuro</br>la voglia di cambiare e di ricominciare.</p><p class=""canto-testo"">3. Dio della speranza, sorgente d'ogni dono</br>accogli questa offerta che insieme ti portiamo.</br>Dio dell'universo raccogli chi è disperso</br>e facci tutti Chiesa, una cosa in Te.</p>"
37;"Apri le tue braccia";"<p class=""nome-canto"">37 Apri le tue braccia</p><p class=""canto-testo"">1. Hai cercato la libertà lontano,</br>hai trovato la noia e le catene,</br>hai vagato senza via, solo, con la tua fame.</p><p class=""canto-ritornello"">Apri le tue braccia, corri incontro al Padre.</br>Oggi la sua casa sarà in festa per te.</p><p class=""canto-testo"">2. Se vorrai spezzare le catene,</br>troverai la strada dell'amore;</br>la tua gioia canterai: questa è libertà.</p><p class=""canto-ritornello"">Apri le tue braccia, corri incontro al Padre.</br>Oggi la sua casa sarà in festa per te.</p><p class=""canto-testo"">3. I tuoi occhi ricercano l'azzurro;</br>c'è una casa che aspetta il tuo ritorno,</br>e la pace tornerà: questa è libertà.</p><p class=""canto-ritornello"">Apri le tue braccia, corri incontro al Padre.</br>Oggi la sua casa sarà in festa per te.</p>"
38;"Astro del ciel";"<p class=""nome-canto"">38 Astro del ciel</p><p class=""canto-testo"">1. Astro del ciel, pargol divin, mite agnello, redentor.</br>Tu che i vati da lungi sognar, Tu che angeliche voci nunziar.</p><p class=""canto-ritornello"">Luce dona alle menti, pace infondi nei cuor. (2 volte)</p><p class=""canto-testo"">2. Astro del ciel, pargol divin, mite agnello, redentor.</br>Tu di stirpe regale decor, Tu virgineo mistico fior.</p><p class=""canto-ritornello"">Luce dona alle menti, pace infondi nei cuor. (2 volte)</p><p class=""canto-testo"">3. Astro del ciel, pargol divin, mite agnello, redentor.</br>Tu disceso a scontare l'error, Tu sol nato a parlare d'amor.</p><p class=""canto-ritornello"">Luce dona alle menti, pace infondi nei cuor. (2 volte)</p>"
39;"Ave Maria (Balduzzi)";"<p class=""nome-canto"">39 Ave Maria (Balduzzi)</p><p class=""canto-ritornello"">Ave Maria, Ave. Ave Maria, Ave.</p><p class=""canto-testo"">1. Donna dell'attesa e madre di speranza, ora pro nobis.</br>Donna del sorriso e madre del silenzio, ora pro nobis.</br>Donna di frontiera e madre dell'ardore, ora pro nobis.</br>Donna del riposo e madre del sentiero, ora pro nobis.</p><p class=""canto-ritornello"">Ave Maria, Ave. Ave Maria, Ave.</p><p class=""canto-testo"">2. Donna del deserto e madre del respiro, ora pro nobis.</br>Donna della sera e madre del ricordo, ora pro nobis.</br>Donna del presente e madre del ritorno, ora pro nobis.</br>Donna della terra e madre dell'amore, ora pro nobis.</p><p class=""canto-ritornello"">Ave Maria, Ave. Ave Maria, Ave.</p>"
40;"Ave Maria di Fatima";"<p class=""nome-canto"">40 Ave Maria di Fatima</p><p class=""canto-testo"">1. Il tredici maggio apparve Maria</br>a tre pastorelli in Cova d'Iria.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">2. 'Miei cari fanciulli, niun fugga mai più</br>io sono la mamma del dolce Gesù.'</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">3. Splendente di luce un sole appaia,</br>il volto suo bello veniva Maria.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">4. 'Del ciel son discesa a chieder preghiera</br>pei gran peccatori con fede sincera.'</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">5. Ed ei spaventati di tanto splendore,</br>si dettero in fuga, con grande timore.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">6. In mano un rosario portava Maria,</br>che addita ai fedeli del cielo la via.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">7. Ma dolce la madre allora l'invita,</br>con questa parola al cuor sì gradita.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">8. Madonna di Fatima la stella sei tu,</br>che al cielo ci guidi, ci guidi a Gesù.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p>"
41;"Ave Maria di Lourdes";"<p class=""nome-canto"">41 Ave Maria di Lourdes</p><p class=""canto-testo"">1. O vergin Maria, regina del ciel.</br>A Lourdes ritorna il popol fedel.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">2. Va un dì Bernardetta fuscelli a cercar.</br>Con due bambinettte che il gel fa tremar.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">3. La grotta s'accende, di luce di sol.</br>La bella signora bimba a sé vuol.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">4. Del bianco candore, recinta d'un vel,</br>le cinge la vita un lembo del ciel.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">5. La bimba ai suoi piedi la sta ad ammirar.</br>Il segno della croce impara a ben far.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">6. Sgranando un rosario si muove la man.</br>La via della prece non indichi invan,</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">7. Sarà mio diletto vederti ancor qui.</br>Ritorna, t'aspetto, per quindici dì.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">8. A te io prometto, fanciulla fedel,</br>il gaudio splendente per sempre in ciel.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">9. La folla credente qui viene a gioir.</br>Dell'umil veggente spiando il venir.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">10. Il popol fedele capisce da sé</br>che un'era si chiude d'amore e di fè.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">11. O madre sul santo romano pastor.</br>Rivolgi lo sguardo materno d'amor.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p><p class=""canto-testo"">12. O vergin Maria, per fede sappiam</br>che al fin della via in ciel ti vediam.</p><p class=""canto-ritornello"">Ave, Ave, ave Maria.</p>"
